60;Horizon node delete call successful with return code: {Output};Le noeud Horizon a supprimé avec succès l'appel avec le code retour : {Output}
61;Timeout in {TotalWait} seconds ...;Dépassement du délai d'attente dans {TotalWait} secondes ...
62;Waiting for Horizon node unregister to complete: {UpdateStatus};En attente de l'annulation d'enregistrement du noeud Horizon : {UpdateStatus}
63;No Timeout specified ...;Aucun délai d'attente spécifié ...
64;Stopping horizon...;Arrêt en cours d'Horizon...
65;Node configuration state: {State};Etat de configuration du noeud : {State}
66;Timeout waiting for node change to 'unconfigured' state.;En attente du changement d'état du noeud sur 'unconfigured'.
67;unable to list containers, {Err};Impossible de dresser la liste des conteneurs, {Err}
68;Error deleting container {Names0}. {Err};Erreur lors de la suppression du conteneur {Names0}. {Err}
69;Removed service container: {Names0};Conteneur de serveur supprimé : {Names0}
70;Error pruning docker networks. {Err};Erreur lors du nettoyage des réseaux Docker. {Err}
71;New dependency created: {Target} .;Nouvelle dépendance créée : {Target}.
72;'{DEPENDENCYCOMMAND} {DEPENDENCYLISTCOMMAND}' unable to create json object from dependencies, {Err};La commande '{DEPENDENCYCOMMAND} {DEPENDENCYLISTCOMMAND}' ne peut pas créer d'objet json à partir des dépendances, {Err}
73;Unable to set env var 'HZN_DONT_SUBST_ENV_VARS', error {Err};Impossible de définir la variable d'environnement 'HZN_DONT_SUBST_ENV_VARS'. Erreur {Err}
74;Unable to restore env var 'HZN_DONT_SUBST_ENV_VARS', error {Err};Impossible de restaurer la variable d'environnement 'HZN_DONT_SUBST_ENV_VARS'. Erreur {Err}
75;unable to get list of dependency files in {DepPath}, error: {Err};Impossible d'obtenir la liste des fichiers de dépendance dans {DepPath}. Erreur : {Err}
76;could not create dependency directory {NewDir}, error: {Err};Impossible de créer un répertoire de dépendances {NewDir}. Erreur : {Err}
77;dependency validation failed, unable to read {Name}, error: {Err};Echec de la validation de dépendance, impossible de lire {Name}. Erreur : {Err}
78;dependency validation failed, dependency {Name} has an invalid version {Version}, error: {Err};Echec de la validation de dépendance. La dépendance {Name} comporte une version {Version} non valide. Erreur : {Err}
79;dependency validation failed, unable to verify version range {Version} is within required range {Expression}, error: {Err};Echec de la validation de dépendance, impossible de vérifier que la plage de versions {Version} est comprise dans la plage requise {Expression}. Erreur : {Err}
80;dependency {URL} at version {VersionRange} does not exist in {Joindirectory_DEFAULTDEPENDENCYDIR}.;La dépendance {URL} à la version {VersionRange} n'existe pas dans {Joindirectory_DEFAULTDEPENDENCYDIR}.
81;dependency {Name} did not validate, error: {Err};La dépendance {Name} n'a pas été validée. Erreur : {Err}
82;variable {Name} has no default and must be specified in {UserInputsFilePath};La variable {Name} n'a pas de valeur par défaut et doit être spécifiée dans {UserInputsFilePath}
83;--specRef is mutually exclusive with --url.;--specRef et --url s'excluent mutuellement.
84;--project is mutually exclusive with --specRef, --org and --url.;--project est mutuellement exclusif avec --specRef, --org et --url.
85;one of --project, or --specRef and --org, or --url and --org must be specified.;L'une des valeurs --project, --specRef et --org, ou --url et --org doit être spécifiée.
86;either --specRef and --org, or --url and --org must be specified.;--specRef et --org, ou --url et --org, doivent être spécifiés.
87;use --url with service projects.;Utilisez --url avec les projets de service.
88;--project {Project} does not contain Horizon service metadata.;--project {Project} ne contient pas de métadonnées de service Horizon.
89;Reading Horizon metadata from {Dir};Lecture des métadonnées Horizon à partir de {Dir}
90;--specRef or --url is required for remove.;--specRef ou --url est requis pour la suppression.
91;--specRef and --url are mutually exclusive.;--specRef et --url s'excluent mutuellement.
92;Service project {Dir} verified.;Le projet de service {Dir} a été vérifié.
93;Unable to set env var 'HZN_DONT_SUBST_ENV_VARS' to zero, error {Err};Impossible de définir la variable d'environnement 'HZN_DONT_SUBST_ENV_VARS' sur zéro. Erreur {Err}
94;Failed to get the hzn.json configuration file under {Project} directory. Error: {Err};Echec de l'obtention du fichier de configuration hzn.json sous le répertoire {Project}. Erreur : {Err}
95;Failed to set the environment variables from configuration file {Projconfigfile}. Error: {Err};Echec de la définition des variables d'environnement à partir du fichier de configuration {Projconfigfile}. Erreur : {Err}
96;Reading Horizon metadata from dependency: {AbsProject};Lecture des métadonnées Horizon à partir de la dépendance : {AbsProject}
97;Found dependency {URL}, Org: {Org};Dépendance {URL} trouvée, Organisation : {Org}
98;Failed to restore the environment variables. {Err};Echec de la restauration des variables d'environnement. {Err}
99;Updated {HomeDirectory}/{USERINPUTFILE} with the dependency's variable and global attribute configuration.;Mise à jour de {HomeDirectory}/{USERINPUTFILE} avec la configuration de la variable de dépendance et de l'attribut global.
100;To ensure that the dependency operates correctly, please add variable values to the userinput.json file if this service needs any.;Pour vérifier que la dépendance fonctionne correctement, veuillez ajouter des valeurs de variable au fichier userinput.json si le service en a besoin.
101;The current project already has userinputs defined for this dependency.;Le projet actuel possède déjà des entrées utilisateur définies pour cette dépendance.
102;Updated {HomeDirectory}/{USERINPUTFILE} with the dependency's variable configuration.;Mise à jour de {HomeDirectory}/{USERINPUTFILE} avec la configuration de la variable de dépendance.
103;unsupported project type;Type de projet non pris en charge
104;Created {FilePath}/{FileName} as a new dependency.;Création de {FilePath}/{FileName} en tant que nouvelle dépendance.
105;unable to find highest version of {Surl} {Org} in the exchange: {Services};Impossible de trouver la version la plus élevée de {Surl} {Org} dans Exchange : {Services}
106;no services found in the exchange.;Aucun service trouvé dans Exchange.
107;Creating dependency on: {ServiceDef}, Org: {Org};Création d'une dépendance sur : {ServiceDef}, Organisation : {Org}
108;failed to unmarshal deployment {Deployment}: {Err};Echec de la désérialisation du déploiement {Deployment} : {Err}
109;The image docker auths for the service {Org}/{Surl} are: {Imgauths};Les authentifications de l'image Docker pour le service {Org}/{Surl} sont : {Imgauths}
110;failed to get images for {Org}/{Surl}: {Err};Echec de l'obtention des images pour {Org}/{Surl} : {Err}
111;Unable to get dependency info for {Sp} , error {Err};Impossible d'obtenir les informations de dépendance pour {Sp}. Erreur {Err}
112;'dependency {DEPENDENCYREMOVECOMMAND}' failed to get a list of dependecies. Error {Err};Echec de la commande 'dependency {DEPENDENCYREMOVECOMMAND}' à obtenir la liste des dépendances. Erreur {Err}
113;All dependencies are: {Deps};Toutes les dépendances sont : {Deps}
114;Found dependency: {Name};Dépendance trouvée : {Name}
115;Will not remove dependency {Name} because it is referenced by other services.;La dépendance {Name} ne sera pas supprimée, car elle est référencée par d'autres services.
116;'dependency {DEPENDENCYREMOVECOMMAND}' dependency not found.;La dépendance 'dependency {DEPENDENCYREMOVECOMMAND}' est introuvable.
117;Could not read the dependency file {Name}. Error: {Err};Impossible de lire le fichier de dépendances {Name}. Erreur : {Err}
118;Error updating project definition: {Err};Erreur lors de la mise à jour de la définition du projet : {Err}
119;Dependency {Name} could not be removed. Error: {Err};La dépendance {Name} n'a pas pu être supprimée. Erreur : {Err}
120;Error updating userinputs: {Err};Erreur lors de la mise à jour des entrées utilisateur : {Err}
121;Removed dependency {Arch}.;Dépendance {Arch} supprimée.
122;Removed dependency's dependency {Arch}.;La dépendance de la dépendance {Arch} a été supprimée.
123;error creating {DOCKERFILE} for service image. {Err};Erreur lors de la création de {DOCKERFILE} pour l'image de service. {Err}
124;Edge $SERVICE_NAME Service Pattern for $ARCH;Pattern du service $SERVICE_NAME de périphérie pour $ARCH
125;Pattern for $SERVICE_NAME for $ARCH;Pattern du service $SERVICE_NAME pour $ARCH
126;Edge $SERVICE_NAME Service Pattern for all architectures;Pattern du service $SERVICE_NAME de périphérie pour toutes les architectures
127;Pattern for $SERVICE_NAME;Pattern du service $SERVICE_NAME
128;'{SERVICECOMMAND} {SERVICECREATIONCOMMAND}' Failed to get the service name from the image name. {Err};La commande '{SERVICECOMMAND} {SERVICECREATIONCOMMAND}' n'a pas obtenu le nom du service à partir du nom de l'image. {Err}
129;Creating config file for environmental variables: {Dir}/{HZNENVFILE};Création du fichier de configuration pour les variables d'environnement : {Dir}/{HZNENVFILE}
130;Creating user input file: {Dir}/{USERINPUTFILE};Création du fichier d'entrée utilisateur : {Dir}/{USERINPUTFILE}
131;Creating service definition file: {Dir}/{SERVICEDEFINITIONFILE};Création du fichier de définition du service : {Dir}/{SERVICEDEFINITIONFILE}
132;Creating pattern definition file: {Dir}/{PATTERNDEFINITIONFILE};Création du fichier de définition du pattern : {Dir}/{PATTERNDEFINITIONFILE}
133;Creating service policy file: {Dir}/{SERVICEPOLICYFILE};Création du fichier de règles du service : {Dir}/{SERVICEPOLICYFILE}
134;Creating .gitignore files for source code management.;Création des fichiers .gitignore pour la gestion du code source.
135;Creating image generation files under {Currentdir} directory.;Création des fichiers de génération d'images sous le répertoire {Currentdir}.
136;Created image generation files in {Currentdir} and horizon metadata files in {Dir}. Edit these files to define and configure your new {SERVICECOMMAND}.;Création des fichiers de génération d'images dans {Currentdir} et des fichiers de métadonnées Horizon dans {Dir}. Editez ces fichiers pour définir et configurer votre nouvelle commande {SERVICECOMMAND}.
137;Created horizon metadata files in {Dir}. Edit these files to define and configure your new {SERVICECOMMAND}.;Création des fichiers de métadonnées Horizon dans {Dir}. Editez ces fichiers pour définir et configurer votre nouvelle commande {SERVICECOMMAND}.
138;must specify either --org or set the {DEVTOOLHZNORG} environment variable.;Doit spécifier --org ou définir la variable d'environnement {DEVTOOLHZNORG}.
139;invalid version string: {Version};Chaîne de version non valide : {Version}
140;only support one image for a service unless --noImageGen flag is specified.;Prise en charge d'une seule image par service sauf si l'indicateur --noImageGen est spécifié.
141;image {Image} has invalid format.;L'image {Image} a un format non valide.
142;please specify the image name with -i flag.;Veuillez spécifier le nom de l'image avec l'indicateur -i.
143;unsupported deployment config type: {Dconfig};Type de configuration de déploiement non pris en charge : {Dconfig}
144;$SERVICE_NAME for $ARCH;$SERVICE_NAME pour $ARCH
145;Who to say hello to;A qui dire bonjour
146;unknown deployment type: {DeploymentType};Type de déploiement inconnu : {DeploymentType}
147;{FilePath}: URL must be set.;{FilePath} : L'adresse URL doit être définie.
148;{FilePath}: version must be set to a specific version, e.g. 1.0.0.;{FilePath} : La version doit être définie sur une version spécifique, par exemple 1.0.0.
149;{FilePath}: org must be set.;{FilePath} : L'organisation doit être définie.
150;{FilePath}: deployment configuration, {Err};{FilePath} : Configuration du déploiement, {Err}
151;{FilePath}: userInput array index {Ix} does not have name and type specified.;{FilePath} : L'indice de tableau d'entrée {Ix} n'a pas de nom ni de type spécifié.
152;Updated {HomeDirectory}/{SERVICEDEFINITIONFILE} dependencies.;Mise à jour des dépendances {HomeDirectory}/{SERVICEDEFINITIONFILE}.
153;No need to update {HomeDirectory}/{SERVICEDEFINITIONFILE} dependencies.;Inutile de mettre à jour les dépendances {HomeDirectory}/{SERVICEDEFINITIONFILE}.
154;error creating {HORIZONGITIGNOREFILE} for source code management. {Err};Erreur lors de la création de {HORIZONGITIGNOREFILE} pour la gestion du code source. {Err}
155;unable to demarshal {UserInputFilePath} file, error: {Err};Impossible de désérialiser le fichier {UserInputFilePath}. Erreur : {Err}
156;Converted userinput attribute: {GlobalSet} to API attribute: {Attr};Conversion de l'attribut userinput {GlobalSet} en attribut d'API : {Attr}
157;{GlobalSet} encountered error: {Error};{GlobalSet} a rencontré une erreur : {Error}
158;Converted API Attributes: {Global} to persistent attributes: {Attributes};Conversion d'attributs d'API {Global} en attributs permanents {Attributes}
159;{OriginalUserInputFilePath}: global array element ({GlobalSet}) has an empty type, must be one of the supported attribute types. See the Horizon agent /attribute API.;{OriginalUserInputFilePath} : L'élément de tableau global ({GlobalSet}) a un type vide. Il doit avoir l'un des types d'attributs pris en charge. Voir l'API de l'agent/attribut Horizon.
160;{USERINPUTFILE} has error: {Err};{USERINPUTFILE} comporte une erreur : {Err}
161;{OriginalUserInputFilePath}: services array element at index {Ix} is {MicroWork} {Err};{OriginalUserInputFilePath} : L'élément de tableau des services à l'index {Ix} est {MicroWork} {Err}
162;{OriginalUserInputFilePath}: services array does not contain an element for {URL}. Error: {Err};{OriginalUserInputFilePath} : Le tableau des services ne contient pas d'élément pour {URL}. Erreur : {Err}
163;please provice a user input file for service {URL}. Error: {Err};Veuillez fournir un fichier d'entrée utilisateur pour le service {URL}. Erreur : {Err}
164;has empty org, must be set to the name of the organization that owns the service.;L'organisation est vide. Veuillez indiquez le nom de l'organisation qui possède le service.
165;has empty url. Must be set to this service's url or a dependency's url.;L'adresse URL est vide. Veuillez indiquer l'adresse URL de ce service ou d'une dépendance.
166;sets variable {VarName} using a value of {Err}.;Définit la variable {VarName} à l'aide d'une valeur de {Err}.
167;sets variable {VarName} of type {VarValue} that is not defined.;Définit la variable {VarName} de type {VarValue} qui n'est pas définie.
168;Updated {HomeDirectory}/{USERINPUTFILE}.;Mise à jour de {HomeDirectory}/{USERINPUTFILE}.
169;No need to update {HomeDirectory}/{USERINPUTFILE}.;Mise à jour de {HomeDirectory}/{USERINPUTFILE} inutile.
170;could not create directory {NewDepDir}, error: {Err};Impossible de créer le répertoire {NewDepDir}. Erreur : {Err}
171;could not get status of directory {NewDepDir}, error: {Err};Impossible d'obtenir le statut du répertoire {NewDepDir}. Erreur : {Err}
172;Using working directory: {Dir};Utilisation du répertoire de travail : {Dir}
173;horizon project in {Dir} already contains {FileName}.;Le projet Horizon dans {Dir} contient déjà {FileName}.
174;error checking for {FileName}: {Err};Erreur lors de la vérification de {FileName} : {Err}
175;failed to unmarshal {FilePath}, error: {Err};Impossible de désérialiser {FilePath}. Erreur : {Err}
176;failed to create json object for {FileName}, error: {Err};Impossible de créer un objet json pour {FileName}. Erreur : {Err}
177;unable to write json object for {FileName} to file {FilePath}, error: {Err};Impossible d'écrire un objet json pour {FileName} dans le fichier {FilePath}. Erreur : {Err}
178;Must set environment variable {DEVTOOLHZNORG} or specify the user as 'org/user' on the --user-pw flag;Vous devez définir la variable d'environnement {DEVTOOLHZNORG} ou spécifier l'utilisateur comme 'org/user' sur l'indicateur --user-pw
179;Must set environment variable {DEVTOOLHZNUSER} or specify user exchange credentials with --user-pw;Vous devez définir la variable d'environnement {DEVTOOLHZNUSER} ou spécifier les données d'identification Exchange de l'utilisateur à l'aide de --user-pw
180;Unable to set env var {DEVTOOLHZNEXCHANGEURL} to {ExchangeUrl}, error {Err};Impossible de définir la variable d'environnement {DEVTOOLHZNEXCHANGEURL} sur {ExchangeUrl}. Erreur {Err}
181;Environment variable {DEVTOOLHZNEXCHANGEURL} must be set.;La variable d'environnement {DEVTOOLHZNEXCHANGEURL} doit être définie.
182;project has no horizon metadata directory. Use hzn dev to create a new project. Error: {Err};Le projet ne possède pas de répertoire de métadonnées Horizon. Utilisez hzn dev pour créer un nouveau projet. Erreur : {Err}
183;'{ProjectType} {Cmd}' project does not validate. {Derr};Le projet '{ProjectType} {Cmd}' n'a pas été validé. {Derr}
184;'{ProjectType} {Cmd}' project does not validate. {Verr};Le projet '{ProjectType} {Cmd}' n'a pas été validé. {Verr}
185;'{ProjectType} {Cmd}' Must specify configuration file type (-t) when a configuration file is specified (-m).;'{ProjectType} {Cmd}' Vous devez spécifier le type de fichier de configuration (-t) lorsqu'un fichier de configuration est spécifié (-m).
186;'{ProjectType} {Cmd}' configuration file {FileRef} error {Err};'{ProjectType} {Cmd}' Fichier de configuration {FileRef}. Erreur {Err}
187;project does not validate. {Verr};Le projet n'a pas été validé. {Verr}
188;project in {Dir} is not a horizon project.;Le projet situé dans {Dir} n'est pas un projet Horizon.
189;Final Attributes: {Attrs};Attributs finaux : {Attrs}
190;global attribute conversion error: {Cerr};Erreur de conversion d'attribut global : {Cerr}
191;'{ProjectType} {Cmd}' unable to create Container Worker, {Cerr};'{ProjectType} {Cmd}' Impossible de créer un noeud Worker de conteneur, {Cerr}
192;unable to list existing containers: {Err};Impossible de répertorier les conteneurs existants : {Err}
193;Found main network for service {Nwname}, {ContainerNetwork};Réseau principal trouvé pour le service {Nwname}, {ContainerNetwork}
194;'{SERVICECOMMAND} {SERVICESTARTCOMMAND}' {StartErr} for dependency {URL};'{SERVICECOMMAND} {SERVICESTARTCOMMAND}' {StartErr} pour la dépendance {URL}
195;unable to retrieve dependency metadata: {Err};Impossible d'obtenir les métadonnées de dépendance : {Err}
196;unable to start dependencies: {Err};Impossible de démarrer les dépendances : {Err}
197;Skipping service because it has no deployment configuration: {DepConfig};Service ignoré, car il ne possède aucune configuration de déploiement : {DepConfig}
198;unable to generate instance ID: {Err};Impossible de générer un ID d'instance : {Err}
199;unable to create environment variables;Impossible de créer des variables d'environnement
200;Passing environment variables: {EnvironmentAdditions};Transmission des variables d'environnement : {EnvironmentAdditions}
201;Start {LogName}: {CLIString} with instance id prefix {Id};Démarrage de {LogName} : {CLIString} avec le préfixe d'ID d'instance {Id}
202;unable to start container using {CLIString}, error: {StartErr};Impossible de démarrer le conteneur à l'aide de {CLIString}. Erreur : {StartErr}
203;Running {LogName}.;Exécution de {LogName}.
204;Stopping dependencies.;Arrêt en cours des dépendances.
205;unable to stop dependencies: {Err};Impossible d'arrêter les dépendances : {Err}
206;Found containers {Containers};Conteneurs {Containers} trouvés
207;Stop {LogName}: {CLIString} with instance id prefix {MsId};Arrêt de {LogName} : {CLIString} avec le préfixe d'ID d'instance {MsId}
208;failed to create docker client, error: {Derr};Echec de la création du client Docker. Erreur : {Derr}
209;failed to convert global attributes in {USERINPUTFILE}, error: {Err};Echec de la conversion des attributs globaux dans {USERINPUTFILE}. Erreur : {Err}
210;failed to extract authentication attribute from {USERINPUTFILE}, error: {Err};Echec de l'extraction de l'attribut d'authentification à partir de {USERINPUTFILE}. Erreur : {Err}
211;getting container images into docker.;Insertion des images de conteneur dans Docker.
212;failed to get container images, error: {Err};Echec de l'obtention des images de conteneur. Erreur : {Err}
213;invalid image format: {Image};Format d'image non valide : {Image}
214;file {FilePath} exists already;Le fichier {FilePath} existe déjà
215;unable to write content to file {FilePath}, error: {Err};Impossible d'écrire le contenu dans le fichier {FilePath}. Erreur : {Err}
216;horizon api agreement output did not include 'agreements' key;La sortie de l'accord d'API Horizon ne comportait pas de clé 'agreements'
217;horizon api agreement output did not include '{WhichAgreements}' key;La sortie de l'accord d'API Horizon ne comportait pas de clé '{WhichAgreements}'
218;failed to marshal 'hzn metering list' output: {Err};Impossible de sérialiser la sortie 'hzn metering list' : {Err}
219;unable to set env var 'HORIZON_URL', error {Err};Impossible de définir la variable d'environnement 'HORIZON_URL'. Erreur {Err}
220;failed to marshal 'agreement list' output: {Err};Impossible de sérialiser la sortie 'agreement list' : {Err}
221;either an agreement ID or -a must be specified.;Un ID d'accord ou -a doit être spécifié.
222;Canceling agreement {Id} ...;Annulation en cours de l'accord {Id} ...
223;failed to marshal 'hzn node list' output: {Err};Echec de la sérialisation de la sortie 'hzn node list' : {Err}
224;failed to marshal 'policy list' output: {Err};Echec de la sérialisation de la sortie 'policy list' : {Err}
225;Error: The organization '{Org}' does not exist.;Erreur : L'organisation '{Org}' n'existe pas.
226;Error: Either the organization '{Org}' does not exist or the policy '{Name}' is not hosted by this agbot.;Erreur : L'organisation '{Org}' n'existe pas ou la règle '{Name}' n'est pas hébergée par cet agbot.
227;failed to marshal 'exchange agbot list' output: {Err};Echec de la sérialisation de la sortie 'exchange agbot list' : {Err}
228;agbot '{Agbot}' not found in org {AgbotOrg};Agbot '{Agbot}' introuvable dans l'organisation {AgbotOrg}
229;both patternorg and pattern must be specified (or neither);Les valeurs patternorg et pattern doivent être spécifiées toutes les deux (ou aucune)
